coding_system,code,variable_name,event_definition,concept,concept_name,tags,system,event_abbreviation,type
ICD9CMP,013.93,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,013.94,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,013.94,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,013.95,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,013.95,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,013.96,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,013.96,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,014.0,I_BACTERIALINFEC_AESI,Bacterial infections,C0041325,"Peritonitis, Tuberculous",narrow,I,BACTERIALINFEC,AESI
ICD9CMP,014.0,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,014.0,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,014.00,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,014.00,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,014.00,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,014.01,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,014.01,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,014.01,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,014.02,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,014.02,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,014.02,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,014.03,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,014.03,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,014.03,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,014.04,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,014.04,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,014.04,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,014.05,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,014.05,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,014.05,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,014.06,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,014.06,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,014.06,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,014.8,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,014.8,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,014.8,I_TUBERCULOSIS_COV,Tuberculosis,C0152724,Tuberculosis of intestines and mesenteric glands,narrow,I,TUBERCULOSIS,COV
ICD9CMP,014.80,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,014.80,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,014.80,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,014.81,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,014.81,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,014.81,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,014.82,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,014.82,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,014.82,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,014.83,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,014.83,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,014.83,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,014.84,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,014.84,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,014.84,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,014.85,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,014.85,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,014.85,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,014.86,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,014.86,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,014.86,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.0,I_BACTERIALINFEC_AESI,Bacterial infections,C0041330,"Tuberculosis, Spinal",narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.0,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.0,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.0,M_ARTHR_COV,Arthritis and osteoarthritis,C0041330,"Tuberculosis, Spinal",narrow,M,ARTHR,COV
ICD9CMP,015.00,I_BACTERIALINFEC_AESI,Bacterial infections,C0041330,"Tuberculosis, Spinal",narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.00,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.00,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.00,M_ARTHR_COV,Arthritis and osteoarthritis,C0041330,"Tuberculosis, Spinal",narrow,M,ARTHR,COV
ICD9CMP,015.01,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.01,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.01,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.02,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.02,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.02,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.03,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.03,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.03,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.04,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.04,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.04,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.05,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.05,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.05,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.06,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.06,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.06,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.1,I_BACTERIALINFEC_AESI,Bacterial infections,C0152737,Tuberculosis of hip,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.1,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.1,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.10,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.10,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.10,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.11,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.11,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.11,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.12,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.12,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.12,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.13,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.13,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.13,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.14,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.14,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.14,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.15,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.15,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.15,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.16,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.16,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.16,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.2,I_BACTERIALINFEC_AESI,Bacterial infections,C0152744,Tuberculosis of knee,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.2,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.2,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.20,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.20,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.20,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.21,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.21,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.21,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.22,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.22,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.22,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.23,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.23,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.23,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.24,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.24,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.24,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.25,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.25,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.25,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.26,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.26,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.26,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.5,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.5,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.5,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.50,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.50,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.50,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.51,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.51,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.51,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.52,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.52,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.52,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.53,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.53,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.53,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.54,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.54,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.54,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.55,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.55,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.55,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.56,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.56,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.56,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.6,I_BACTERIALINFEC_AESI,Bacterial infections,C0275956,Tuberculosis of mastoid process,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.6,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.6,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.60,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.60,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.60,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.61,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.61,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.61,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.62,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.62,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.62,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.63,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.63,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.63,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.64,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.64,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.64,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.65,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.65,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.65,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.66,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.66,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.66,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.7,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.7,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.7,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.70,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.70,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.70,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.71,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.71,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.71,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.72,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.72,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.72,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.73,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.73,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.73,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.74,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.74,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.74,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.75,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.75,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.75,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.76,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,015.76,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,015.76,I_TUBERCULOSIS_COV,Tuberculosis,-,-,narrow,I,TUBERCULOSIS,COV
ICD9CMP,015.8,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
